Date,trapVisitID,subSiteName,visitType,trapFunctioning,fishProcessed,sampleStart,sampleEnd,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,coneDebrisIntake1,coneDebrisIntake2,debrisVolume,debrisType,includeCatch,includeCatchComments,TrapVisit.comments
2024-05-07,10508,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-06 10:45,2024-05-07 09:58,5469,3.1,2.9,0,0,22,Terrestrial,Yes,,RSTs cleared of debris at 1 PM on 5/6 to lessen debris on 5/7
2024-05-08,10509,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-07 09:58,2024-05-08 09:50,5002,2.7,3,0,0,14,Terrestrial,Yes,,2 gallons of debris cleared on 5/7 at 2:30 PM to lessen debris for 5/8
2024-05-08,10510,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2024-05-07 09:39,2024-05-08 09:29,771,0,1.5,0,1,5,Terrestrial,No,Normal functioning percent ~37%,"Trap stopped manually on 5/7 at 11 AM for 20 minutes for repairs

Stopped by sticks in intake at 11:50 AM and 2:15 PM on 5/7

Trap shifted in towards shore (river right) approximately 2 feet at 11:30 AM on 5/7 to account for an increase in discharge

Trap"
2024-05-09,10511,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-08 09:29,2024-05-09 09:52,2041,1.6,1.6,0,0,7,Terrestrial,Yes,,Traps moved in towards shore (river right) approximately 4 feet on 4/8 at 10 AM to account for increase in discharge 
2024-05-10,10512,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-09 09:52,2024-05-10 09:30,1729,1.1,1.4,0,0,8,Terrestrial,Yes,,Traps moved in towards shore (river right) approximately 1 foot at 3 PM on 5/9 to account for flow increase
2024-05-09,10513,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-08 09:50,2024-05-09 10:11,5260,2.7,2.6,0,1,13,Terrestrial,Yes,,"Traps moved in towards shore (river right) approximately 4 feet at 10 AM on 4/8 to account for increase in discharge.

Trap stopped after arrival by log at front of cone on 5/9 at around 8:30 AM, restarted immediately.
"
2024-05-10,10514,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-09 10:11,2024-05-10 09:15,4631,2.6,2.7,0,0,13,Terrestrial,Yes,,Traps moved in towards shore (river right) approximately 1 foot on 4/9 to account for increase in discharge
2024-05-11,10515,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-10 09:15,2024-05-11 09:26,4610,2.4,2.3,0,0,7,Terrestrial,Yes,,
2024-05-11,10516,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2024-05-10 09:30,2024-05-11 09:17,1275,0.7,0.7,0,0,3,Terrestrial,Yes,,
2024-05-12,10517,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-11 09:17,2024-05-12 09:57,1383,1,1.7,0,0,4,Terrestrial,Yes,,Traps let out ~2 ft river left for flow decrease.
2024-05-12,10518,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-11 09:26,2024-05-12 10:11,4876,2.5,3.3,0,0,7,Terrestrial,Yes,,Traps let out ~2 ft river left for flow decrease
2024-05-13,10519,ST004L1,Unplanned restart,Trap stopped functioning,No fish were caught,2024-05-12 10:11,2024-05-13 09:42,1125,0,3,1,2,13,Terrestrial,No,Normal functioning percent ~27%,Stopped by logs at front of cone. Resumed spinning at 8:37 AM
2024-05-13,10520,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2024-05-12 09:57,2024-05-13 09:36,1033,0,1.5,1,1,8,Terrestrial,No,Normal functioning percent ~49%,Trap stopped by log pinned between the cone and pontoon. Resumed spinning at 8:33 AM.
2024-05-14,10521,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-13 09:36,2024-05-14 09:55,1967,1.3,0.7,0,0,7,Terrestrial,Yes,,"7 gallons of debris cleared at 2:30 PM on 5/13 to lessen debris on 5/14.

Traps adjusted ~2 ft river right to avoid debris line"
2024-05-14,10522,ST004L1,Unplanned restart,Trap stopped functioning,No fish were caught,2024-05-13 09:42,2024-05-14 10:00,1934,0,2.9,3,0,11,Terrestrial,No,Normal functioning percent ~46%,"10 gallons of debris cleared at 2:30 PM on 5/13 to lessen debris on 5/14.

Trap stopped by log at front of cone. Resumed spinning at 8:40 AM

Traps adjusted ~2 ft river right to avoid debris line.

"
2024-05-15,10523,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2024-05-14 10:00,2024-05-15 09:50,1520,0,2.5,0,0,10,Terrestrial,No,Normal functioning percent ~43%,"Trap stopped at 1:46 PM on 5/14 by log in intake

3 gallons of debris removed at 2:45 PM on 5/14 to lessen debris for 5/15

Trap stopped upon arrival by log in the intake, spinning again at 8:53 AM"
2024-05-15,10524,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-14 09:55,2024-05-15 09:41,1196,1,0.6,0,0,5,Terrestrial,Yes,,Traps adjusted ~1 ft river right to account for flow increase
2024-05-16,10525,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-15 09:50,2024-05-16 09:14,4530,2.6,2.8,0,0,13,Terrestrial,Yes,,
2024-05-16,10526,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-15 09:41,2024-05-16 09:21,1163,1.3,1.2,0,0,7,Terrestrial,Yes,,
2024-05-18,10527,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-17 11:09,2024-05-18 09:29,3909,2.2,2.8,0,0,6,Terrestrial,Yes,,"The hubodometer fell off of the axel at some point during the sampling period, total revolutions are likely lower than actual"
2024-05-18,10528,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-17 10:56,2024-05-18 09:20,1645,1.1,1.1,0,0,4,Terrestrial,Yes,,
2024-05-19,10529,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2024-05-18 09:20,2024-05-19 10:51,1732,0.9,1.9,0,0,5,Terrestrial,Yes,,Traps shifted river left ~3ft for 1.5 ft flow drop.
2024-05-19,10530,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2024-05-18 09:29,2024-05-19 10:57,2275,0,3.4,0,2,10,Terrestrial,No,Normal functioning percent ~44%,"Log jammed at front of cone. Trap resumed spinning at 10:16 AM.

Trap shifted river left approximately 3 ft for the 1.5 ft flow drop.
"
2024-05-17,10531,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-16 09:21,2024-05-17 10:56,1907,1.3,1.4,0,0,12,Terrestrial,Yes,,
2024-05-17,10532,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-16 09:14,2024-05-17 11:09,5138,2.7,2.8,0,0,25,Terrestrial,Yes,,
2024-05-20,10533,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2024-05-19 10:57,2024-05-20 12:57,5717,0,3,1,2,24,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Trap stopped upon arrival due to log in the intake. Trap resumed spinning at 11:16 AM
2024-05-20,10534,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-19 10:51,2024-05-20 12:23,2370,1.6,1.7,1,0,11,Terrestrial,Yes,,
2024-05-21,10535,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2024-05-20 12:57,2024-05-21 09:21,926,2.9,2.9,0,1,5,Terrestrial,Yes,,Traps pulled in ~2 ft river right at 2 PM on 5/20 for flow increase
2024-05-21,10536,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-20 12:23,2024-05-21 09:39,1653,0.9,0.9,1,0,7,Terrestrial,Yes,,Traps pulled in ~2 ft river right at 2 PM on 5/20 for flow increase.
2024-05-22,10537,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-21 09:21,2024-05-22 10:16,5450,2.9,3,1,2,18,Terrestrial,Yes,,"2 gallons of debris cleared on 5/21 at 3 PM to lessen debris on 5/22
"
2024-05-22,10538,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-21 09:39,2024-05-22 10:01,1897,1.6,1.4,0,0,7,Terrestrial,Yes,,1 gallon of debris cleared on 5/21 at 3 PM to lessen debris for 5/22
2024-05-23,10539,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-22 10:16,2024-05-23 10:36,5011,2.2,2.3,0,0,14,Terrestrial,Yes,,"Traps pulled in (river right) approximately 4 feet on 5/22 to account for increase in discharge.

3 gallons of debris cleared on 5/22 at 2:30 PM to lessen debris for 5/23."
2024-05-24,10540,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-23 10:36,2024-05-24 10:28,5011,2.3,2.3,0,0,7,Terrestrial,Yes,,
2024-05-25,10541,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-24 10:28,2024-05-25 09:59,5158,3,3.1,0,0,6,Terrestrial,Yes,,"Traps let out (river left) approximately 3 feet to account for discharge decrease.

 "
2024-05-23,10542,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-22 10:01,2024-05-23 10:41,2078,1.2,1,0,0,6,Terrestrial,Yes,,"Traps pulled in (river right) approximately 4 feet on 5/22 to account for increase in discharge.

1 gallon of debris cleared on 5/22 at 2:30 PM to lessen debris for 5/23"
2024-05-24,10543,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-23 10:41,2024-05-24 10:08,1977,1,1.1,0,0,5,Terrestrial,Yes,,
2024-05-25,10544,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-24 10:08,2024-05-25 10:00,1999,1.4,1.4,0,0,4,Terrestrial,Yes,,Traps let out (river left) approximately 3 feet at 3 PM on 5/24 to avoid beaching due to discharge decrease
2024-05-26,10545,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-25 09:59,2024-05-26 11:10,5934,3,3.2,0,1,15,Terrestrial,Yes,,"Moved traps out (river left) approximately 4 feet at 2 PM 5/26 to account for flow drop.

Moved traps river left approximately 3 feet for flow drop on 5/26 at 11:55 AM"
2024-05-26,10546,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-25 10:00,2024-05-26 10:49,2385,1.4,1.9,0,0,5,Terrestrial,Yes,,"Moved traps river left approximately 4 feet at 2 PM on 5/25 to account for flow drop

Moved traps river left approximately 3 feet at 11:55 AM on 5/26 to account for flow drop"
2024-05-27,10547,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-26 10:49,2024-05-27 09:26,2304,1.4,1.4,0,0,10,Terrestrial,Yes,,2 gallons of debris cleared at 2:30 PM on 5/26 to lessen debris on 5/27
2024-05-27,10548,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-26 11:10,2024-05-27 09:56,4971,2.7,2.8,0,0,14,Terrestrial,Yes,,3 gallons of debris cleared at 2:30 PM on 5/26 to lessen debris on 5/27
2024-05-28,10549,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-27 09:26,2024-05-28 09:44,1918,1.4,1.4,0,0,16,Terrestrial,Yes,,
2024-05-28,10550,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-27 09:56,2024-05-28 09:37,4639,2.4,2.5,0,0,19,Terrestrial,Yes,,
2024-05-29,10551,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2024-05-28 09:37,2024-05-29 10:30,4509,0,2.7,3,1,30,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"1 gallon of debris cleared on 5/28 at 12:00 PM 

Trap stopped by log in intake, resumed spinning at 8:44 AM"
2024-05-29,10552,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-28 09:44,2024-05-29 10:01,1678,1.5,1.4,0,1,26,Terrestrial,Yes,,"1 gallon of debris cleared on 5/28 at 12 PM to lessen debris on 5/29

Trap stopped by branch in intake at 10:33 AM on 5/28

Trap stopped manually at 8:40 AM on 5/29 to remove a log from inside of cone

Anchor lines cleared of debris after trap visit"
2024-05-30,10553,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2024-05-29 10:30,2024-05-30 10:42,2568,0,2.7,1,1,50,Terrestrial,No,Normal functioning percent ~66%,"5 gallons of debris cleared on 5/29 at 1:15 PM to lessen debris on 5/30

Trap stopped by log at front of cone.

Intakes partially blocked by vegetation and wooded debris"
2024-05-31,10554,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-30 10:42,2024-05-31 10:28,5278,2.9,2.6,0,0,28,Terrestrial,Yes,,"Moved traps towards shore (river right) approximately 6 feet at 2 PM on 5/30 to account for increase in discharge

Cleared anchor lines and removed 9 gallons of debris on 5/30 at 2 PM to lessen debris on 5/31

Large log removed from inside of cone upon ar"
2024-05-30,10555,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-05-29 10:01,2024-05-30 10:16,1535,0,2.3,0,1,24,Terrestrial,No,Normal functioning percent ~46%,"2 gallons of debris cleared on 5/29 at 1:15 PM to lessen debris on 5/30

Trap stopped by log stuck between the cone and pontoon, intake partially blocked by woody debris 
"
2024-05-31,10556,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-30 10:16,2024-05-31 10:05,2446,1.3,1.9,0,0,9,Terrestrial,Yes,,"Traps moved towards shore (river right) approximately 6 feet at 2 PM on 5/30 to account for an increase in discharge

Cleared anchor lines and removed 3 gallons of debris at 2 PM on 5/30 to lessen debris for 5/31"
2024-06-01,10557,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-05-31 10:05,2024-06-01 07:47,2215,1.8,2.5,0,0,3,Terrestrial,Yes,,"x2 dipnets, x1 rake, and x1 scrub brush stolen off the traps between Friday and Saturday visits.

Fish were not measured because difficult/impossible to remove from livewell with available hand nets"
2024-06-02,10558,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2024-06-01 07:47,2024-06-02 16:07,3792,0,2.1,0,1,19,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Trap jammed by log in intake. Resumed spinning at 3:20 PM.
2024-06-03,10559,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-06-02 16:07,2024-06-03 09:18,2229,2.1,2.1,0,0,6,Terrestrial,Yes,,
2024-06-01,10560,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-05-31 10:28,2024-06-01 07:51,4914,3,3.8,0,0,10,Terrestrial,Yes,,"x2 dipnets, x1 rake, and x1 scrub brush stolen off the traps between Friday and Saturday visits.

Fish were not measured because difficult/impossible to remove from livewell with available hand nets"
2024-06-02,10561,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-06-01 07:51,2024-06-02 16:25,8332,3.1,3.4,2,1,48,Terrestrial,Yes,,
2024-06-03,10562,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-06-02 16:25,2024-06-03 09:34,4303,3.2,3.3,0,0,10,Terrestrial,Yes,,
2024-06-04,10563,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-06-03 09:18,2024-06-04 09:28,2753,1.8,1.7,0,0,12,Terrestrial,Yes,,
2024-06-04,10564,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-06-03 09:34,2024-06-04 10:00,5705,2.9,3,0,1,28,Terrestrial,Yes,,
2024-06-05,10565,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2024-06-04 10:00,2024-06-05 10:50,2095,0,2.9,3,3,43,Terrestrial,No,Normal functioning percent ~48%,"Trap stopped upon arrival, resumed spinning at 8:41 AM

Trap manually stopped at 8:55 AM to remove log from inside of the cone

Cleared anchor lines following trap visit"
2024-06-06,10566,ST004L1,Unplanned restart,Trap stopped functioning,No fish were caught,2024-06-05 10:50,2024-06-06 09:50,1216,0,2.4,0,1,10,Terrestrial,No,Normal functioning percent ~37%,"Trap stopped by small woody debris stuck in between the cone and pontoon

"
2024-06-07,10567,ST004L1,End trapping,Trap functioning normally,Processed fish,2024-06-06 09:50,2024-06-07 09:33,5143,2.3,,0,0,19,Terrestrial,Yes,,
2024-06-05,10568,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-06-04 09:28,2024-06-05 10:26,2762,1.8,1.8,0,0,39,Terrestrial,Yes,,Cleared anchorlines of debris following trap visit.
2024-06-06,10569,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2024-06-05 10:26,2024-06-06 10:09,2493,1.4,1.3,0,0,18,Terrestrial,Yes,,
2024-06-07,10570,ST004L1B,End trapping,Trap functioning normally,Processed fish,2024-06-06 10:09,2024-06-07 09:14,2293,1.8,,0,0,8,Terrestrial,Yes,,
2024-06-09,10571,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2024-06-09 17:03,,,1.5,,,,,Yes,,Traps fishing same position
2024-06-09,10572,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2024-06-09 17:03,,,3.1,,,,,Yes,,Traps fishing same position
2024-06-10,10573,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-06-09 17:03,2024-06-10 09:58,4180,3.1,3.2,0,0,15,Terrestrial,Yes,,
2024-06-10,10574,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-06-09 17:03,2024-06-10 09:40,1910,1.9,1.9,0,0,14,Terrestrial,Yes,,
2024-06-11,10575,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-06-10 09:40,2024-06-11 09:35,4187,1.6,1.8,0,0,7,Terrestrial,Yes,,
2024-06-11,10576,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-06-10 09:58,2024-06-11 09:49,5548,3,3.1,0,0,18,Terrestrial,Yes,,
2024-06-12,10577,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-06-11 09:35,2024-06-12 09:55,2589,2,2.1,0,0,11,Terrestrial,Yes,,
2024-06-12,10578,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2024-06-11 09:49,2024-06-12 09:56,5624,3,3.4,0,0,19,Terrestrial,Yes,,
2024-06-13,10579,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2024-06-12 09:56,2024-06-13 10:29,4233,0,2.7,0,0,41,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Traps pulled in towards shore (river right) approximately 3 feet at 11 AM on 6/12 to account for an increase in discharge

Trap stopped upon arrival by a large log trapped between the pontoon and the cone"
2024-06-14,10580,ST004L1,End trapping,Trap functioning normally,Processed fish,2024-06-13 10:30,2024-06-14 10:03,5779,2.6,,0,0,45,Aquatic,Yes,,
2024-06-16,10581,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,,2024-06-16 16:56,,,3.2,,,,,Yes,,Traps fishing same position
2024-06-13,10582,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2024-06-12 09:55,2024-06-13 09:42,,1.6,1.7,0,0,24,Terrestrial,Yes,,"Traps pulled in towards shore (river right) approximately 3 feet at 11 AM on 6/12 to account for an increase in discharge

Traps revolution counter (clicker) not registering every rotation, total revs from counter lower than expected for a continue visit."
